,text,label,date
1431,svar replikk stad forhandlinger budsjettet forsvaret høyre tenkes verdt krone skatt dreier troverdighet sak høyre verdt krone skatt sak ber godal fall tenke bosnia tror venner balkan tror tverrpolitisk enighet målet krone krigsoperasjoner sådanne kjempeviktig rører penger forebyggende konfliktarbeid utgifter krigsoperasjoner forsikringen ønsker høyre gjenta veien høyre,1,1999-05-06
1432,politikk olof palmes ord målsettingene resultatene planene 1990tallet konstatere samferdselspolitikken skvulper viljeløshetens hav sammenheng målsettinger virkemidler vilje virkemidler målsettingene ønsketenkning fireårsperiode oppsummere steg gjenta vakre målsettingene innrette framskriving utvikling ønsker høge ulykkestall miljøproblemer avvikling distriktene motsatte ønsker tenkt minnestund politisk evneløshet forsøke friske politiske hukommelse lytter innleggene leser innstillinga bekymring jernbanen flertall mindretall varianter bekymret sikkerhet punktlighet regularitet jernbanen vinner markedsandeler felles mål ønsker person godstransport veg jernbane 10 innstillinga hører sjølransakelse hører kritikk nsb jernbaneverket komponisten skyter pianisten liker melodien gangen behandle transportplaner 1993 mimre flertall bestående arbeiderpartiet høyre kristelig folkeparti senterpartiet sv 1993 behandling jernbaneplan flertallet merket meldingen pekt jernbanen forsømt gjelder investeringer årrekke fortsetter flertallet enig regjeringen peker vegskille gjelder jernbanens rolle ønsker dra transportmessige kvaliteter miljømessige fordeler jernbanetransport tilby nødvendig satse betydelige ressurser nærmeste flertall jernbanen tapt markedsandeler utviklingen snus gjentar betingelsene flertallet enig negative tendensen jernbanen inne snus satses betydelige ressurser forbedre jernbanens infrastruktur materiell komiteflertallet arbeiderpartiet høyre kristelig folkeparti senterpartiet sv åtte venstre sagt betydelige ressursene forsømte området ekstraordinære satsinga bebudet 1993 5 milliarder kr forsvant dugg sola flertallet vegskillet vegen vest målsettinga jernbanen sporet stedet velger ærede medrepresentanter media kritisere nsb jernbaneverket media dyrker kritiske spørsmål illustrere ønsket manglende evne utføre flertallet stortinget bedt spørsmål knyttet kjørevegsavgift merverdiavgift investeringsavgift jernbanen legges stortinget egnet måte finansdepartementet trenerer samferdselsdepartementet sitter hendene fanget dagens samferdselsminister vet flyselskapene betaler investeringsavgift flymateriellet investeringsavgift vogntogene vegene evner fjerne investeringsavgifta togmateriell ønsker styrke jernbanens konkurransekraft sv foreslår investeringsavgifta fjernes revidert nasjonalbudsjett partier fremskrittspartiet høyre stemme partier tradisjon fjerne avgifter lav sko partiene glad jernbane stemme skjedd nsb fornyer materiellet gjeld evner partiene urimeligheten evner fjerne urimelighet viagra hjelpe politiske impotens manglende evne forsamling utføre inderlig ønsker foreslå konjunkturavgift endre fjerne løpet måneder fjerne avgift ønsker fjerne ligget lar fortidas jernbanenett kapasitetsproblemer kjøreveg tillater hastighetsforbedringer tog stoppe vente kryssende tog vegen vet enfeltsbruer forvente toget vinne kampen bilen vente operatøren tilbud kvalitet krever flertallet komiteen syter dårlig regularitet manglende punktlighet nsb bedre hovedårsaken jernbanenettet ansvar sal flertallet sal driver fromme ønsker surmaget kritikk nsb stedet jobben 1993 generelle ønsker flertall arbeiderpartiet kristelig folkeparti senterpartiet sv 1993 partier be omfanget utbyggingen e18 vestfold e6 østfold vurderes nøye forhold satsing jernbanen strekningene flertall flertallet flertall tida huske vestfold forsert utbygging e18 firefelts motorveg jernbanen enkeltspor bygger hundre togene lunter gårde 70 kmt firefelts motorveg ferd østfold dobbeltsporet slutter moss bit stopp stund diffuse planer videreføring framtida storstilt utbygging e6 firefelts motorveg fylket finansieringa problem flertallet 1993 flertall tida flertallet jernbanen vinner øke sikkerheten bedre punktligheten redusere reisetida investere foreslår sv øke investeringsnivået 3 milliarder kr realisere skøyenasker osloski planperioden halve investeringspotten storbyområdet oslo dobbeltspor jernbanen stavanger sandnes bergen arna penger videreføre dobbeltspor østfoldbanen vestfoldbanen eidangertunnelen legger rette krengetog kongsvingerbanen gjennomføre profilutvidelse tunneler nordlandsbanen bergensbanen rette semitrailere toget miljøpolitikk trafikksikkerhetsstrategi sikreste reisemåten toget ulykkene farligste reisemåten vegtrafikken flytte trafikk veg bane redde liv helse kobler jernbanesatsinga bybaneutbygging stavanger bergen oslo metro feks viktige steg kollektivsatsinga byene kombinert bussen satse kollektivt tilbudet frekvens kvalitet rimelig pris 1970tallet kostet buss trikkebillett storbyer trikk omtrent liter bensin koster halv rart kollektivtrafikken taper 1990tallet inndrog partiene sv 54 mill kr årevis fylkene såkalt effektiviseringsgevinst kollektivtrafikken resultatet dårligere dyrere kollektivtrafikk registrert fremskrittspartiet høyre skriver innstillinga medlemmer merket eu ønsker sterkere satsing kollektivtransport satsingen norge satsinga fremskrittspartiet høyre merket eustudien 140 europeiske byer gjennomsnittlige tilskuddsandelen busstransport 49 pst byene transport bane inklusiv metrosystemer trikk 63 pst billig tilbud ord eu offentlige subsidiering himmelhøgt nivå satser kollektive tyskland bruker delstatene 40 milliarder kr årlig offentlig kjøp togtjenester offentlige betaler tredjedeler togbilletten svs side beskjedne foreslår øke statlige kjøp knappe 1 milliard kr 15 milliarder kr eunivå gjelder kjøp togtjenester sammenligner britene fremskrittspartiet høyre tydeligvis beundrer jernbanen splittet fullstendig privatisert ansvarsforholdene uklare alvorlige ulykker ulykkene beskjedne forhold situasjonen storbritannia prisene betydelig nivå konkurranse sporet sagt sporene kaos sporet ønsker høst foreslo sv gulrot kollektivtrafikken innsatsstyrt finansiering nedstemt stemmer stortinget fornuftig tanke sjokkerte høst sv markedsmekanismer torde stemme høyre villig penger potten rappe pengene overføringene fylkeskommunene bedre kollektivtrafikk sykle sunt 60 pst antall bilturer 5 km 28 pst 2 km potensial legges rette sykkelveger byer tettsteder pålegge byer tettsteder lage planer registrerte fremskrittspartiet harselerte høyre intensjoner gjaldt sykkel stad kroppslig utladning sykle dyrebare distriktene landet problemer fornuften vegsatsinga sentrale strøk distriktene lut kaldt vatn verdiene skapes fisken havbruket industrien landsdel taperen investeringene 1990tallet nord snakker redusere avstandsulempene dessverre overhead fortelle tallene planperioden 19861989 nordnorge 246 pst vegmidlene gradvis nedover planperiode dårligste hittil sentrumsregjering arbeiderparti 143 pst trur forslaget regjeringa stoltenberg dårligere rettet påplussinga regnet 123 pst fortsetter betale 2030 skyldig penger nedturen begrunnes problemene løyst nord vest europaveger vogntog knapt møtes veltet grøfta rasutsatte strekninger flaskehalser veger problemer vinteråpne behov konsentrere veginvesteringene vestlandet nordnorge konsentrerer jernbanen kollektivinvesteringene østlandet storbyene måte helhetlig politikk hoppe stygge miljøinngrepene lofast ulvenvatnet melhus orkanger fortsette distriktsprofilen sv forslag øvre takst bompengesatser plasser voldsomt dyrt fjærlandssambandet 145 kr veg billigere fatima foreslår øvre tak 80 kr gjeldssanering 300 mill kr betydelig gardermobanen snakket masse flypriser distriktene rare meldinger media dagene billigere fly leser merknadene flertallet totalt ull luftboble konkret fortelle måte skrive debatt pinlig berørt konkret forslag redusere flyprisene stemmer tida politikk forslagene forslag medforslagsstiller,1,2001-02-15
1433,bevisstheten viktigheten folkehelse handler unngå sykdom slett forebygge valg øker livskvaliteten folkehelsemeldingen presenterer regjeringen plan utvikling folkehelsepolitikken meldingen dekker bredden folkehelsepolitikken områder tverrpolitisk enighet forrige meldingen behandlet meldingen hovedvekt politikk bakgrunnen psykisk helse helsevennlige valg aktive eldre løftet forebyggende arbeid rettet barn unge elementer forrige regjeringens helsemelding fremskrittspartiet bidra utvikle folkehelsepolitikk skaper muligheter forutsetninger mestre liv målet skape samfunn fremmer helse befolkningen heter barndom varer livet opptatt barn vokser fattige familier gis likeverdige muligheter delta sosiale fellesskap folkehelseperspektiv skolealder legges styrke helsestasjoner skolehelsetjenesten tverrfaglig tilby kompetanse psykolog fastlege jordmor tillegg helsesøster helse sosialfaglig bakgrunn 80 000 barn familier rammet fattigdom 86 pst barn 18 øyensynlig sv flertallsregjering fjerne fattigdommen daværende partileder lovet pennestrøk undres penn sv valg varm mat skolebarna kjemper eple viktigere invitere øke praktisk kunnskap ferdigheter matlaging foreslår folkehelsemeldingen fremme gode skolemåltider initiere måltidspartnerskap sentralt lokalt bla helsemyndighetenes oppfordring 20 minutters spisetid skolen regjering jobber norge land forskjeller minimal fattigdom bla redusert foreldrebetaling barnehageplass ordning familier lavest betalingsevne husstand betale 6 pst inntekten barnehageplass maksimalsats 2 580 kroner måned tjener betale fremskrittspartipolitikk stortingsmeldingen ber flertallskonstellasjonen arbeiderpartiet sv senterpartiet regjeringen utrede nasjonal strategi knyttet folkehelseutfordringer personer nedsatt funksjonsevne fremskrittspartiet foreslo fjerne regelen personer 26 nedsatt funksjonsevne aktivitetshjelpemidler støttet partiene aktivitetshjelpemidler hjelpemidler utviklet personer nedsatt funksjonsevne delta fysisk aktivitet ordnet fremskrittspartiet regjering opposisjon rødgrønne forslagsiver saker fremskrittspartiet fremmet stemt hyggelig registrere fremskrittspartiets politikk samler støtte partier synd rødgrønne støtten fremmet forslagene forrige periode,0,2015-06-16
1434,selvsagt folk embetsverket absolutt nøytrale stolt utnevnt nestleder leder unge venstre sentrale verv jørn holme riksantikvar tror alene skaffet venstrefolk sentrale posisjoner embetsverket venstre stortingsrepresentanter dyktige folk stemmer spurt folk skole venstre sentralt spørsmål stilles legger skjul miljøverndepartement mulighetene finansdepartementet tydeligere sektorer stempel regjeringen organisering området regjeringer diskusjon framtiden sektordepartementene selvsagt ivaretar sektorens hovedinteresser gjøres miljøtiltak helhetlige planen feks klimamålene,1,2010-06-09
1435,høgre erkjenne rimeleg svare forslag politikk klimaområdet dytte lat utfordre internasjonale energibyrået world energy outlook anslår 2gradersmålet fossile forbrukstoppen energi 2020 anslår 65 pst fossildel 30 pst 2035 realiteten mengder olje gass kol liggjande kjende førekomstar kol tenkje noreg fortsetje produksjon fall krevjande be kina russland sakas skuld ghana produksjon oljefelt fjor noreg treng produsere utfordring representanten høie elektrifisere byggje gasskraftverk co2reinsing omtolke klimaforliket høgre reduksjonane,1,2011-10-04
1436,spørsmålet svart kulturløftet ii stortingsperiode varer statsministeren ord behold jobber koble tilbudet tettere feks skolefritidsordningen tilbud barna skoledagen øke tilgjengeligheten bondevik iiregjeringen avviklet øremerkede tilskuddene kulturskolen tidspunktet makspris 1 600 kr føyk prisen kraftig værs undersøkelsene hoppet prisnivået innført 2004 tilbud éntilénundervisning kostbare gledelig barn kulturskolen stiller køen vet ønsker,1,2010-05-12
1437,tror representanten venstre leser alternative transportplaner fremskrittspartiet offensive jernbanepolitikken samtlige partier salen lyst utfordre representanten prater obligasjonslån prater 25 mrd kr totalt realiteten ønsker unngå snakke handlingsregelen ønsker diskutere penger fremskrittspartiet fall redelig ærlig forteller 50 mrd kr jernbane ti bygge full intercity 2025 venstre ærlig fortelle koster bygge full intercity holder 25 mrd kr 16 mrd kr venstre forslag alternativ ntp fullfinansiert full intercity 2025 fall håper venstre utvide rammen sørge gjennomføre ssb sagt fullt forsvarlig,0,2013-06-18
1438,representanten jakobsen uttalte frihetspartiet østerrike parti rasistiske vei nazistiske holdninger tilsvarende karakteristikker jörg haider tillater nysgjerrighet spørre johan jakobsen uttalelser standpunkter henholdsvis haider frihetspartiet program rasistiske nazistiske østerrike demokratiske naboland ønsker forhold sannsynlighet haider ledende posisjon østerrikske regjering lov sitere hundseid daværende formannen bondepartiet bondepartiet nåværende senterpartiet trontaledebatten 12 1931 innvandringen norge økonomiske side sak viktige viktigere rasebiologiske utlendinger landet rasemessig mindreverdig kvalitet dårlig arvestoff vitalitet retning formere sig rase lider innvandring gode nordiske rase oppblandet måte uheldig rases fremtid verste lengden kostbareste slappe innvandringskontroll økonomisk tapning vinne dårlig arvestoff rasen kvitt osv osv bekjent frihetspartiet haider stått standpunkter nærheten be representanten jakobsens kommentar,0,2000-01-27
1439,sv sagt barnefattigdommen fjernes pennestrøk langsiktig prosess sv jobbe omfordeling rettferdighet andelen fattige laveste stund fall 1015 forbedring veien regjeringen kutte barnetillegg uføre kutte overgangsstønaden enslige forsørgere feil vei sv motsatte,1,2013-12-06
1440,budsjettet framlagt ord handling doblet satsingen inne forhold fattigdomsbehandling sørget penger kommunene bety penger sosialhjelp løpet økonomiske handlingsrommet fremskrittspartiet initiativ tvert kuttet velferdsytelsene menneskene mottar måten jobbe konkret ord handling langsiktig helhetlig engangstiltak måten bekjemper fattigdom,1,2005-12-20
1441,takker statsråden svaret svaret ulikt trodde statsråden svare opplyst oversikt fall mangelfull oversikt bekrefter statsråden registreringen visse svakheter vet statsråden visse svakheter fall statsråden bedre spørre detalj visse svakheter forsvaret 100 pst oversikt kjempeviktig oversikt skadd internasjonale oppdrag sender soldater tøffere tøffere soldat opplever hverdag selvfølgelig opplever krig hverdagen ute skarpe oppdrag skadd skadd skadd,0,2008-03-05
1442,tankekors opptatt problemstillinger dagsordenen løse utfordringene knyttet innvandrerbefolkningen arbeid ene handler kvalifisering gjelder feks gruppene flyktninger norge land ødelagte utdanningssystemer utgangspunktet muligheter klare arbeidslivet kvalifisering introduksjonsprogram tiltak avgjørende holdninger minoritetsmiljøene knyttet feks kvinner arbeid endres trenger kvinner innvandrerbefolkningen deltar yrkeslivet opptatt representanten diskriminering bla sarpsborg initiativ intervjuordning kommunene slutte kalle kvalifiserte innvandrere intervju,1,2011-05-18
1443,eksistert støtte posten ymse publikasjoner blader samora tale blikk kristne avisene magazinet norge idag korsets sistnevnte posten historisk klare kriterier støtten utdeles skjønnsmessig avhengig skiftende politiske konstellasjoner fremskrittspartiet ønsker objektive kriterier tildelingen posten kriterier målbare vanskelig manipulerbare bla opplagstall utgivelsesfrekvens selvfølgelig unødig hardt støtte natten foreslått halvparten støtten utdeles kriteriene halvparten fordeling forhandlinger regjeringspartiene gjennomslag prinsippene vårt forslag glad uenighet fort prinsippet innføres fremskrittspartiet ønsker omlegging 1 virkning 2003 regjeringspartiene 2004 ramme kristne bladene trodde kristelig folkeparti opptatt regjeringspartiene valgt fremskrittspartiets forslag nr 23 innstillingen avisene solid tiltrengt løft 2003 spørsmålstegn forstår kristelig folkeparti behandle kristne avisene dårligere feks homobladet blikk,0,2002-12-13
1444,svs retorikk rikaste flådde økonomisk sv gjennomslag prioriteringane politikken svs forslag revidert budsjett såkalla rike tape svs politikk sv ma auke rettsgebyret 700 740 kr dvs auke ca 6 pst dyrare bringe gjeldssaker forliksråda dyrare pass negative konsekvensar ramse representanten øystein djupedal verkeleg auken rettsgebyret prioritering,0,2003-06-20
1445,statsråden regjeringens politikk tette hullene sikkerhetsnettet lurer måte hull sosiale sikkerhetsnettet tettes regjeringen fjerner barnetillegget fattigste uføre,1,2015-12-07
1446,generell ordning ordningane reisemåtar bla ferjer bussar merkeleg sånne ordningar gjeld bompengeselskap passasjerane betale halv pris bussen betale full pris bompengeselskap reise ferje halv pris klare samordne billettsystemet tida forunderleg likt system seie arbeidarpartiet nekte pensjonistane rimelegare reise besøke slekt venner vekk honnørtakstane transportmidla ordninga,0,2000-04-05
1447,takker svaret enig justisministerens vurderinger glad påpeke bildet teksten snakker unyansert legges vekt justisministeren inne poeng voldelige episoder tilknytning demonstrasjoner markeringer skjedd globaliseringskritiske bevegelsen norge organisasjoner personer uttrykk følte stigmatisert måten omtalt åpner spekulasjoner misforståelser lurer justisministeren enig måten uheldig,1,2003-10-15
1448,feil beskriver,0,2012-10-04
1449,takke interpellanten fokusere tema syns selvfølgelig lære svømme skolen norge land langstrakt kyst riktig interpellanten svømmebasseng fysisk aktivitet rehabilitering opplæring svømming fysiske aktivitetene delta funksjonshemmet ung gammel konkrete læringsmål svømming læreplanene riktig kommunene legges rette barn svømmeundervisning skolene østfold fylke kyst tragiske drukningsulykker barn svømme dø statsråden inne skole svømmehaller statsråden redegjorde regjeringa økning spillemidler svømmehaller fins svømmehaller tomme 125 fysisk enig statsråden kommunene ansvar rette svømmeundervisning fylle bassengene rehabilitere brukbare bassengene fins regjeringa bedre kommuneøkonomien kommunene mulighet prioritere barn unge prioritere fylle svømmebassengene regjeringa valg svømmebassengene fylles forbedrede økonomien kommunene kommunene ansvar inne gjøres innsats sektorer tvers departementene ansvar gjelder drukningsulykker nullvisjon målsetting statsråden inne årsaker drukningsulykker syns målsetting sv støtter regjeringa mål vei statsråder jobber departementer satsingsområde regjeringa,1,2007-02-06
1450,lat representanten sandberg framstegspartiet regjering vedta statsbudsjett ansvarlege bensinavgift tobakksavgift ubåten fedje bruka pengar utgreiing hovudpoenget trekkja framstegspartiet flinke frigjera ansvar staden innrømma ansvar skjedd noreg forstår endra representanten sandberg nestleiar partiet profilera framstegspartiet sat regjering gjeld heving svaret trur hordaland ønskja heving nabolaget ønskjer legg skjul sagt replikantar sjansen konkludera utgreiinga regjeringa uansvarleg presidenten klubbar løysing veit sikker,1,2007-05-15
1451,minne representanten regjeringen representant øremerker pekte innlegg mennesker avhengig tjenester kommunesektoren ansvaret barnevern barnevernsløft nødvendig økte kommuneøkonomien midlene reddeste ungene virkelig trenger hjelper ansvaret stortingets side nødt merkelapp pengene kommunene entusiasme søkt pengene barnevernet styrket områder trenger statlig styring verne folk trenger rettigheter uavhengig kommune bor gjelder feks regionale midler ønsker frihet høyre regjeringen ønsker øremerke stempel pengene feks asfalt,1,2013-12-04
1452,overslagsbevilgninga krisesentrene sentrumspartiene sv fjor forslag bekymrer nåværende finansieringsordninga avhengig kommuneøkonomien kommuneøkonomien såpass dårlig håper fall friste kommunene kutte tilskuddene krisesentrene konsekvenser bekymret sentrumspartienes regjeringas politikk gjelder barn unge regjeringa konsentrasjon rettet kontantstøtta hindrer tiltak bekymret regjeringa nattforlikerne kutter område område gjelder barn unge feks gjelder kompetanseutvikling barnevernet tilskudd barne ungdomsorganisasjonene osv osv valgfriheten hovedinnvending kontantstøtta manglende satsing barnehager kontantstøtta løser tidsklemma barnefamiliene befinner virkelig opptatt kvinner muligheter menn ute yrkeslivet satsing arbeidstidsreformer hverdagen hop virkelig valgfrihet foreldrebetalinga barnehagene skyter fart rikeste råd ungene,1,1998-12-15
1453,lov stille spørsmål ærede helseministeren oppslag dagsavisen 14 2000 møre romsdal fylkeskommune vedtatt gjelder tannhelsen pleietrengende personer skadede tenner reparert trekkes hull gir tannpine bores undertegnede strid lov tannhelsetjeneste slås fast gruppen gratis tannlegetilbud nødvendig tannbehandling statsråden verdig tilbud pleietrengende,0,2000-04-05
1454,spørsmålet lyder forslag ntp 20102019 gap faglige anbefalte investeringer vei jernbane økonomiske planrammen regjeringen tradisjonell påplussing trengs åpenbart finansielle virkemidler gjennomført nødvendige investeringer transportnettet virkemidler rullering ntp planrullering intet samferdselsløft statsrådens plan avklart godkjent finansielle virkemidler rullering ntp,0,2008-02-06
1455,lese høgres program representanten lønning lese svs program realiteten forskjell tinga realiteten forskjell,1,2004-10-26
1456,positivt høre statsrådens støtte tfo sådan regjeringspartiet sv hardt tfo udemokratisk prosess registrerer gangs skyld sitter sver salen spørretimen interessert høre statsråden interessant debatten foregår sprik regjeringen tfo positivt skaper usikkerhet oljeindustrien utsettelse utlysningen måneder forhold normalt skaper unødvendig press måten oljeselskapene agerer tidsfristen søke statsråden oljeselskapene dårligere gode søknader regjeringen statsråden fall hensyn,0,2008-04-02
1457,varslar ingenting forhold 2015 budsjettet 2014 behandlar tillegg komiteen merknader regjeringa kommuneproposisjonen 2015 presentert 2014 arena varsla kommunane eventuelle omleggingar eventuelle tida varsla regjeringsplattforma ønskjer lokalsamfunna behalda skapt lokalt varselet måte kommunane leggja rette skapa verdiar leggja rette næringsliv statisk kommunar tener tapar selskapsskatt kommunane aktivt legg rette verdiskaping næringsliv tena selskapsskatten framtida tydelegaste bodskapet kommunane leggja rette næringsliv regjeringas politikk føra inntekter sikt,0,2013-12-04
1458,grunnen stiller spørsmålet svar henger stilt spørsmålet finansministeren oljepengebruken statsbudsjettet justert oljeinvesteringene sokkel oppjustert 50 mrd kr svaret tall ssb varslet budsjettprosessen ferdig regjeringen oljeinvesteringene 10 mrd kr høyere trodde spørre kuttes statsbudsjettets oljepengebruk aktivitetsnivået nivået forutsatte planla oljepengebruken utgangspunktet spørsmål representanten micaelsen klarhet finansministeren klarer svare stortinget nedjustere oljepengebruken statsbudsjettet vet oljeinvesteringene sokkel handlingsregelen 10 mrd kr høyere regjeringen utarbeidet budsjett fremmes tror svar dikte,0,2012-10-04
1459,motsetning representanten harberg interessert betydeleg boksing vaksne liv oppveksten delteke utøvar naturlege føresetnadene trur idrettsinteressert glede boksinga merksemd noreg utøvaren personleg fascinert heiter teófilo stevenson cubanar olgull tungvektsboksing 1972 1976 1980 prestasjon suverenitet verda bokseutøvar teófilo stevenson cecilia brækhus enkeltpersonar styre saka roleg sakeleg vurdering riktig utgangspunkt kalle liberalt venstreliberalt prinsipp arven immanuel kant via john rawls jürgen habermas nemleg fridom dumme nødvendig avgrense fridomen skade boksing menneske ring frivillig idrettar færraste meine grenselaust frivillig liberalarane trur tilhengarar sverdkamp grenselaus skading kvarandre noreg kallar idrett bedømming idretten organisert unngå tinga skjønn roleg sv prinsipielt proffboksing noreg helsestyresmakter nasjonalt utgangspunkt internasjonale undersøkingar alvorlege helseskadar knytte utmerkar talet dødsfall skadar idretten idrettar langvarige konsekvensane refererer nevrokirurgisk forenings undersøking omfattende undersøkelse england profesjonelle boksere undersøkt fylte 50 75 profesjonelle boksere sikre tegn hjerneskade proffboksekarriere ti kallast betydeleg risiko sagt foreininga skriv intet tyder boksing farlig hjernen tvert bokserne sterkere slår hardere bedre kondisjon antall proffboksedødstall usa korrigerer antall aktive proffboksere antall matcher nærmest uendret 19501960 tallet europa saknar fleirtalet legg dokumentasjon betydelege endringa risiko hevdar skjedd løpet idrett drive folk noreg prøver organisere kollektivt sikre etiske standardar sikkerheitsstandardardar skjønn proffboksinga organisert nasjonalt internasjonalt held høge standarden idretten idrettsforbundet internasjonalt kommersielle organisasjonar idrettsorganisasjonar kommersielle omsyn idretten ebu arrangerer skiskyttarvm ebu forbundet set reglane rammene prøver tiltrekkje selje mogleg kommersielle boksearrangørane profesjonelle forbund kommersielle bedrifter område standardane regelverk idrett bla doping betydeleg sv alternativ seie opphevar proffbokselova regulerer idrettar knockoutforskrifta regjeringa skote foten endringar knockoutforskrifta openberre eintydige føremålet leggje rette tillate proffboksing sikre helse sikkerheitsstandardane idrettar forskrifta svart tilfredsstillande viktige antidopingspørsmåla bakgrunn stemme oppheve forbodet standpunkt venstreliberale frie tradisjonen refererte innleiingsvis beklageleg fleirtalet utfordringane omsyn doping helse fall grunngjeving,1,2014-12-16
1460,interessant høgre indignert sv kjeftar miljøpolitikken vanskelegare johnsen president praksis interessant sv gjeld miljøsaker lat tenkja høgre gjaldt bygga øydelegga natur skytefeltsaka gjaldt bygga vassdrag øvre otta høgre saka gjeld bygga forureinande gasskraftverk fortel høgre held sjølvsagt høgre honnør innsats varmepumper bleikt varmepumpene jan johnsen president bygga gasskraftverk konkurrera problemet johnsen industrispørsmål president klara utvikla teknologi nordsjøen bygga såkalla co2fritt gasskraftverk høgre endra avgiftene slutta industriprosjektet slutta utvikla teknologien mista incitamenta høgre bakpå gjeld miljøpolitikk satsar offensivt industrien framtida treng høgre problem,1,2000-03-09
1461,gjelder flyseteavgiften resultat budsjettforhandlingene stortinget finansministeren jobber saken høring ifra høringsinnspillene avgiften håndteres viktige feks gjelder diesellastebiler avgiftsfordel biodiesel autodieselavgiften høy ført biodiesel avgiftsfordel kr 434 husker feil sterk stimulans lastebiltransport byer kjøre biodrivstoff luftkvaliteten co2utslippene gjelder debatten feks økte antallet avganger sørlandsbanen syv egersund sørlandsbanen fungert flytog gardermoen antallet avganger billetter løst egersund gardermoen kraftig frekvens avgangene folk opptatt funksjonell reisehverdag kjørt sola flydd gardermoen toget gardermoen flyr verden unner,0,2016-01-20
1462,takker statsråden svaret forbauset passiv holdning regjeringen bygge uutnyttede vannkraftressurser miljøvennlig naturskånsom måte passive kraftpolitikken regjeringen nærmest inntrykk vet underskudd kraft norge normalår framtidige kraftbehovet underskudd 8 twh dekkes import kullkraft kjernekraft interessant spørre statsråden mål regjeringen landet selvforsynt elektrisk kraft såkalt normalår,0,2008-04-23
1463,vegne representantene karin andersen sigbjørn molvik heidi grande røys geirketil hansen may hansen audun bjørlo lysbakken fremme forslag innføring nasjonal helseplan,1,2003-03-26
1464,bekymra henstille statsråden kjøreopplæringa norge ene representanten talerstolen sagt problemer bilen fjerde gir trafikksikkerhetsmessige grunner bommene tett evnen kjøreopplæringa muligens fratas sertifikatene munterhet salen lyst gode intensjoner bompengefinansieringa problem slutte flertallet støtter punktvis flertallet forsøke redusere veksten biltrafikken satse miljøvennlig kollektiv sykkeltrafikk flertallet jernbaneinvesteringer gjennomføres parallelt veiutbygginga unngå skape uheldige reisemønstre forsøket redusere vekst biltrafikken flertallet ber departementet vurdere bompengetakstene rabattordningen ønskede utviklinga vridning trafikken kollektive transportmidler flertallet legger fylkeskommunen vedtak økning årlige ramma driftstiltak kollektivtrafikken bompengeperioden osv osv rekke gode intensjoner målsettinger styrking kollektive trafikken glede bompengeavtale behandle transportplanen pengene legges intensjonene forklaring sv godsterminalen ganddal sagt godsterminalen ønsker lokalisering lokaliseringa avgjort godsterminalen styrke jernbanen havn sagt ligge ganddal,1,1999-05-11
1465,utfordringer fremskrittspartiet tenker hovedgrunnen ujevnhetene skjevhetene dagens inntektssystem forhold inntektsutjevning dypt urimelig forstand forfordeler kommuner lavere inntektspotensial pengene havner kommunene bor rike folk kommunene bidrar skjevhet utjevnet symmetrisk inntektssystem heldigvis vet departementet jobber lokalpolitikerne fellesskapene sterkest kjenner behov innbyggerne kommunen lov bestemme inntekter skatter uforståelig fremskrittspartiet støttet forslag fremmet saken behandlet behandle lokal mulighet bestemme inntekter skattesystemet friere kommunal skattøre foreslått sagt kombineres statlig stykkprisfinansiering fulgt svs system kommuner fremskrittspartiet flertall velge stykkprisfinansiering fremskrittspartiets mål valgt tillatt lokalt selvstyre ønsker inntektsmulighetene varierer kommune kommune kommuner fylkeskommuner feks akershus kjempestore utfordringer forhold økende elevtall videregående skole behov ekstra skatteinntekter sørge utbygging skolene nekter fremskrittspartiet akershus nekter fylkeskommunene friere kommunal skattøre forstår lokaldemokratiet ønsker penger inntrykk fremskrittspartiet utfordringen erfaringene stykkprisfinansiering feks innad aetat forhold sykehussektoren selvfølgelig finansiert stykkprisfinansiering utfordring fremskrittspartiet fremskrittspartiet færre fritidsklubber færre kulturtilbud færre offentlige tilbud,1,2003-11-28
1466,dyrevelferd mangt omfatter tilfeller typer dyr tror politikere befolkningen norge ønsker dyr trygt målet graden variere bla bekymrer dyrevelferden ute beitedyrene feks sau sommerbeite bufe dør beite grunner hovedårsakene rovdyrenes herjinger rovdyr ulv bjørn jerv gaupe herje fritt feks bjørnene slagbjørner dreper drepingens skyld gjelder ulv regjeringen varslet rovdyrmelding tvilende bedre området rovdyrpolitikken fungerer rovdyrene herje bufeets bekostning rovdyrfrie soner skyldes myndighetene reagerer sent tiden bufe drept vet voksen ulv forflytte 20 mil døgn myndighetene reagere effektivt rovdyrene aktuelt knytter dyrevelferd rovdyrmeldingen dyrevelferd rovdyrene varsel beitenekt beitesesongen 2012 riktig ønsket politikk vei 100 pst sikker bufeholdere dyr ute beite daglig tilsyn rovdyrene bufe bufeholderne stille myndighetene ordne reagere effektivt,0,2011-05-03
1467,oppteken auka fleksibilitet barnehageopptaket avklart arbeidet innstillinga fall høgre opptak bety plassar tenkje spørje legg ordet fleksibilitet jamleg opptak ønskjer opptak barnehagen representanten seie oppnå,1,2014-03-25
